$\sigma_{x_1}$,$\sigma_{x_2}$,$\sigma_{h_1}$,$\sigma_{h_2}$,success_rate
3.72,7.44,1.84,1.84,0.624
0.16,0.32,1.32,1.32,0.842
3.16,6.32,1.24,1.24,0.5
0.32,0.64,1.52,1.52,0.836
1.72,3.44,1.96,1.96,0.805
0.96,1.92,1.16,1.16,0.744
1.64,3.28,1.76,1.76,0.791
1.16,2.32,1.36,1.36,0.749
2.48,4.96,1.6,1.6,0.717
3.56,7.12,1.64,1.64,0.561
1.4,2.8,1.56,1.56,0.764
0.52,1.04,1.72,1.72,0.845
2.72,5.44,1.8,1.8,0.712
0.76,1.52,1.92,1.92,0.864
2.96,5.92,1.04,1.04,0.475
3.32,6.64,1.44,1.44,0.578
2.12,4.24,1.2,1.2,0.584
3.76,7.52,1.84,1.84,0.608
4.0,8.0,1.08,1.08,0.403
2.24,4.48,1.4,1.4,0.636
1.92,3.84,1.0,1.0,0.549
0.2,0.4,1.32,1.32,0.84
0.36,0.72,1.52,1.52,0.846
3.6,7.2,1.64,1.64,0.58
3.2,6.4,1.24,1.24,0.488
0.56,1.12,1.72,1.72,0.868
1.68,3.36,1.76,1.76,0.806
2.52,5.04,1.6,1.6,0.697
1.76,3.52,1.96,1.96,0.822
1.2,2.4,1.36,1.36,0.761
1.0,2.0,1.16,1.16,0.726
1.44,2.88,1.56,1.56,0.794
0.8,1.6,1.92,1.92,0.874
2.76,5.52,1.8,1.8,0.693
3.8,7.6,1.84,1.84,0.568
3.36,6.72,1.44,1.44,0.575
0.0,0.0,1.12,1.12,0.793
0.24,0.48,1.32,1.32,0.825
2.16,4.32,1.2,1.2,0.563
3.0,6.0,1.04,1.04,0.433
0.4,0.8,1.52,1.52,0.84
2.28,4.56,1.4,1.4,0.643
1.8,3.6,1.96,1.96,0.818
1.96,3.92,1.0,1.0,0.539
1.72,3.44,1.76,1.76,0.794
2.56,5.12,1.6,1.6,0.667
1.24,2.48,1.36,1.36,0.768
3.64,7.28,1.64,1.64,0.565
0.6,1.2,1.72,1.72,0.876
3.24,6.48,1.24,1.24,0.481
1.04,2.08,1.16,1.16,0.716
1.48,2.96,1.56,1.56,0.781
0.84,1.68,1.92,1.92,0.868
0.04,0.08,1.12,1.12,0.822
2.8,5.6,1.8,1.8,0.703
3.84,7.68,1.84,1.84,0.6
3.4,6.8,1.44,1.44,0.541
3.04,6.08,1.04,1.04,0.419
2.2,4.4,1.2,1.2,0.614
0.28,0.56,1.32,1.32,0.832
1.76,3.52,1.76,1.76,0.787
2.32,4.64,1.4,1.4,0.639
0.44,0.88,1.52,1.52,0.855
1.84,3.68,1.96,1.96,0.821
1.08,2.16,1.16,1.16,0.716
2.6,5.2,1.6,1.6,0.662
1.28,2.56,1.36,1.36,0.753
2.0,4.0,1.0,1.0,0.534
0.64,1.28,1.72,1.72,0.838
3.68,7.36,1.64,1.64,0.594
1.52,3.04,1.56,1.56,0.788
3.28,6.56,1.24,1.24,0.508
0.88,1.76,1.92,1.92,0.872
3.08,6.16,1.04,1.04,0.434
0.08,0.16,1.12,1.12,0.799
3.44,6.88,1.44,1.44,0.543
3.88,7.76,1.84,1.84,0.588
2.84,5.68,1.8,1.8,0.702
0.32,0.64,1.32,1.32,0.834
0.48,0.96,1.52,1.52,0.856
1.88,3.76,1.96,1.96,0.814
2.24,4.48,1.2,1.2,0.589
1.8,3.6,1.76,1.76,0.785
2.36,4.72,1.4,1.4,0.628
0.68,1.36,1.72,1.72,0.85
1.12,2.24,1.16,1.16,0.699
1.32,2.64,1.36,1.36,0.741
3.12,6.24,1.04,1.04,0.435
2.64,5.28,1.6,1.6,0.667
2.04,4.08,1.0,1.0,0.511
3.72,7.44,1.64,1.64,0.584
0.92,1.84,1.92,1.92,0.859
1.56,3.12,1.56,1.56,0.779
3.32,6.64,1.24,1.24,0.502
0.52,1.04,1.52,1.52,0.85
3.48,6.96,1.44,1.44,0.544
0.12,0.24,1.12,1.12,0.802
3.92,7.84,1.84,1.84,0.603
2.28,4.56,1.2,1.2,0.538
2.88,5.76,1.8,1.8,0.71
1.92,3.84,1.96,1.96,0.805
0.36,0.72,1.32,1.32,0.807
1.16,2.32,1.16,1.16,0.725
0.72,1.44,1.72,1.72,0.854
1.84,3.68,1.76,1.76,0.768
2.4,4.8,1.4,1.4,0.621
3.16,6.32,1.04,1.04,0.422
1.36,2.72,1.36,1.36,0.74
3.36,6.72,1.24,1.24,0.473
0.96,1.92,1.92,1.92,0.865
1.6,3.2,1.56,1.56,0.743
0.56,1.12,1.52,1.52,0.847
2.68,5.36,1.6,1.6,0.682
2.08,4.16,1.0,1.0,0.494
3.76,7.52,1.64,1.64,0.56
3.96,7.92,1.84,1.84,0.578
0.76,1.52,1.72,1.72,0.838
0.16,0.32,1.12,1.12,0.793
1.2,2.4,1.16,1.16,0.716
2.92,5.84,1.8,1.8,0.697
1.96,3.92,1.96,1.96,0.8
3.52,7.04,1.44,1.44,0.506
2.32,4.64,1.2,1.2,0.569
0.4,0.8,1.32,1.32,0.817
3.2,6.4,1.04,1.04,0.43
2.44,4.88,1.4,1.4,0.618
3.4,6.8,1.24,1.24,0.447
1.4,2.8,1.36,1.36,0.754
1.88,3.76,1.76,1.76,0.797
1.64,3.28,1.56,1.56,0.771
1.0,2.0,1.92,1.92,0.86
0.6,1.2,1.52,1.52,0.837
2.72,5.44,1.6,1.6,0.641
2.0,4.0,1.96,1.96,0.804
2.12,4.24,1.0,1.0,0.534
2.96,5.92,1.8,1.8,0.669
2.36,4.72,1.2,1.2,0.565
3.24,6.48,1.04,1.04,0.461
0.8,1.6,1.72,1.72,0.879
4.0,8.0,1.84,1.84,0.576
3.8,7.6,1.64,1.64,0.575
1.24,2.48,1.16,1.16,0.7
0.2,0.4,1.12,1.12,0.781
0.44,0.88,1.32,1.32,0.825
3.56,7.12,1.44,1.44,0.525
1.68,3.36,1.56,1.56,0.753
3.44,6.88,1.24,1.24,0.472
1.44,2.88,1.36,1.36,0.725
1.92,3.84,1.76,1.76,0.786
2.48,4.96,1.4,1.4,0.609
1.04,2.08,1.92,1.92,0.868
0.64,1.28,1.52,1.52,0.825
2.4,4.8,1.2,1.2,0.568
2.04,4.08,1.96,1.96,0.79
2.16,4.32,1.0,1.0,0.496
3.0,6.0,1.8,1.8,0.655
2.76,5.52,1.6,1.6,0.661
3.28,6.56,1.04,1.04,0.393
0.84,1.68,1.72,1.72,0.862
0.0,0.0,1.88,1.88,0.876
3.84,7.68,1.64,1.64,0.563
0.24,0.48,1.12,1.12,0.802
1.28,2.56,1.16,1.16,0.709
3.6,7.2,1.44,1.44,0.519
0.48,0.96,1.32,1.32,0.799
1.96,3.92,1.76,1.76,0.769
1.08,2.16,1.92,1.92,0.863
1.72,3.44,1.56,1.56,0.747
3.48,6.96,1.24,1.24,0.457
2.44,4.88,1.2,1.2,0.556
2.52,5.04,1.4,1.4,0.621
0.68,1.36,1.52,1.52,0.832
1.48,2.96,1.36,1.36,0.713
2.2,4.4,1.0,1.0,0.5
0.04,0.08,1.88,1.88,0.869
2.08,4.16,1.96,1.96,0.791
0.88,1.76,1.72,1.72,0.831
3.04,6.08,1.8,1.8,0.679
3.32,6.64,1.04,1.04,0.402
2.8,5.6,1.6,1.6,0.645
3.88,7.76,1.64,1.64,0.539
0.52,1.04,1.32,1.32,0.816
3.64,7.28,1.44,1.44,0.506
1.32,2.64,1.16,1.16,0.67
2.0,4.0,1.76,1.76,0.766
0.28,0.56,1.12,1.12,0.799
1.12,2.24,1.92,1.92,0.845
1.76,3.52,1.56,1.56,0.763
3.52,7.04,1.24,1.24,0.483
0.08,0.16,1.88,1.88,0.876
0.72,1.44,1.52,1.52,0.821
2.48,4.96,1.2,1.2,0.57
2.12,4.24,1.96,1.96,0.77
2.56,5.12,1.4,1.4,0.637
0.56,1.12,1.32,1.32,0.795
3.08,6.16,1.8,1.8,0.662
3.36,6.72,1.04,1.04,0.405
1.52,3.04,1.36,1.36,0.73
2.24,4.48,1.0,1.0,0.52
0.92,1.84,1.72,1.72,0.839
3.92,7.84,1.64,1.64,0.531
1.36,2.72,1.16,1.16,0.715
2.84,5.68,1.6,1.6,0.622
3.68,7.36,1.44,1.44,0.52
2.04,4.08,1.76,1.76,0.761
1.8,3.6,1.56,1.56,0.738
1.16,2.32,1.92,1.92,0.849
0.12,0.24,1.88,1.88,0.876
0.32,0.64,1.12,1.12,0.787
3.12,6.24,1.8,1.8,0.68
3.56,7.12,1.24,1.24,0.467
0.76,1.52,1.52,1.52,0.801
0.6,1.2,1.32,1.32,0.805
2.16,4.32,1.96,1.96,0.77
0.96,1.92,1.72,1.72,0.824
3.4,6.8,1.04,1.04,0.392
2.52,5.04,1.2,1.2,0.531
2.6,5.2,1.4,1.4,0.58
1.56,3.12,1.36,1.36,0.728
2.28,4.56,1.0,1.0,0.511
3.96,7.92,1.64,1.64,0.557
2.88,5.76,1.6,1.6,0.612
3.72,7.44,1.44,1.44,0.502
1.4,2.8,1.16,1.16,0.666
2.08,4.16,1.76,1.76,0.747
1.2,2.4,1.92,1.92,0.857
1.84,3.68,1.56,1.56,0.738
0.16,0.32,1.88,1.88,0.88
3.6,7.2,1.24,1.24,0.485
3.16,6.32,1.8,1.8,0.658
2.2,4.4,1.96,1.96,0.777
3.44,6.88,1.04,1.04,0.433
0.64,1.28,1.32,1.32,0.801
2.64,5.28,1.4,1.4,0.59
0.36,0.72,1.12,1.12,0.79
0.8,1.6,1.52,1.52,0.841
4.0,8.0,1.64,1.64,0.533
1.0,2.0,1.72,1.72,0.859
2.56,5.12,1.2,1.2,0.53
2.32,4.64,1.0,1.0,0.489
1.6,3.2,1.36,1.36,0.737
2.92,5.84,1.6,1.6,0.652
2.12,4.24,1.76,1.76,0.751
1.44,2.88,1.16,1.16,0.685
1.24,2.48,1.92,1.92,0.862
1.88,3.76,1.56,1.56,0.754
3.76,7.52,1.44,1.44,0.519
3.2,6.4,1.8,1.8,0.638
3.64,7.28,1.24,1.24,0.461
2.24,4.48,1.96,1.96,0.771
0.2,0.4,1.88,1.88,0.862
0.4,0.8,1.12,1.12,0.765
3.48,6.96,1.04,1.04,0.416
2.68,5.36,1.4,1.4,0.599
0.68,1.36,1.32,1.32,0.787
0.0,0.0,1.68,1.68,0.866
1.04,2.08,1.72,1.72,0.826
0.84,1.68,1.52,1.52,0.82
2.16,4.32,1.76,1.76,0.746
1.28,2.56,1.92,1.92,0.867
2.96,5.92,1.6,1.6,0.635
3.24,6.48,1.8,1.8,0.662
1.48,2.96,1.16,1.16,0.67
2.6,5.2,1.2,1.2,0.535
2.36,4.72,1.0,1.0,0.479
1.64,3.28,1.36,1.36,0.733
1.92,3.84,1.56,1.56,0.725
3.68,7.36,1.24,1.24,0.444
2.28,4.56,1.96,1.96,0.789
3.8,7.6,1.44,1.44,0.497
2.2,4.4,1.76,1.76,0.729
0.88,1.76,1.52,1.52,0.816
0.44,0.88,1.12,1.12,0.772
2.72,5.44,1.4,1.4,0.601
0.24,0.48,1.88,1.88,0.863
0.04,0.08,1.68,1.68,0.863
1.08,2.16,1.72,1.72,0.849
3.28,6.56,1.8,1.8,0.667
3.52,7.04,1.04,1.04,0.412
1.52,3.04,1.16,1.16,0.645
0.72,1.44,1.32,1.32,0.796
2.64,5.28,1.2,1.2,0.516
1.32,2.64,1.92,1.92,0.856
3.0,6.0,1.6,1.6,0.608
3.72,7.44,1.24,1.24,0.426
2.4,4.8,1.0,1.0,0.494
1.96,3.92,1.56,1.56,0.743
2.32,4.64,1.96,1.96,0.782
1.68,3.36,1.36,1.36,0.704
2.76,5.52,1.4,1.4,0.601
2.24,4.48,1.76,1.76,0.754
3.84,7.68,1.44,1.44,0.511
1.56,3.12,1.16,1.16,0.66
0.28,0.56,1.88,1.88,0.895
0.08,0.16,1.68,1.68,0.876
0.92,1.84,1.52,1.52,0.821
0.48,0.96,1.12,1.12,0.783
3.32,6.64,1.8,1.8,0.63
2.68,5.36,1.2,1.2,0.553
1.12,2.24,1.72,1.72,0.829
3.76,7.52,1.24,1.24,0.478
1.36,2.72,1.92,1.92,0.845
0.76,1.52,1.32,1.32,0.798
3.56,7.12,1.04,1.04,0.413
2.44,4.88,1.0,1.0,0.478
1.72,3.44,1.36,1.36,0.679
2.0,4.0,1.56,1.56,0.714
3.04,6.08,1.6,1.6,0.6
2.36,4.72,1.96,1.96,0.781
2.8,5.6,1.4,1.4,0.579
0.12,0.24,1.68,1.68,0.878
3.88,7.76,1.44,1.44,0.478
0.32,0.64,1.88,1.88,0.874
2.28,4.56,1.76,1.76,0.72
1.6,3.2,1.16,1.16,0.662
3.8,7.6,1.24,1.24,0.458
1.4,2.8,1.92,1.92,0.842
2.72,5.44,1.2,1.2,0.532
1.16,2.32,1.72,1.72,0.833
0.96,1.92,1.52,1.52,0.817
3.36,6.72,1.8,1.8,0.656
2.48,4.96,1.0,1.0,0.476
0.52,1.04,1.12,1.12,0.772
1.76,3.52,1.36,1.36,0.671
3.6,7.2,1.04,1.04,0.396
2.04,4.08,1.56,1.56,0.734
0.8,1.6,1.32,1.32,0.778
2.4,4.8,1.96,1.96,0.776
2.84,5.68,1.4,1.4,0.584
3.08,6.16,1.6,1.6,0.628
0.16,0.32,1.68,1.68,0.855
3.92,7.84,1.44,1.44,0.484
2.32,4.64,1.76,1.76,0.723
1.44,2.88,1.92,1.92,0.855
1.64,3.28,1.16,1.16,0.647
0.36,0.72,1.88,1.88,0.852
3.84,7.68,1.24,1.24,0.439
1.2,2.4,1.72,1.72,0.823
1.8,3.6,1.36,1.36,0.686
2.08,4.16,1.56,1.56,0.67
2.76,5.52,1.2,1.2,0.545
2.44,4.88,1.96,1.96,0.761
3.4,6.8,1.8,1.8,0.635
1.0,2.0,1.52,1.52,0.821
2.52,5.04,1.0,1.0,0.498
0.56,1.12,1.12,1.12,0.763
2.88,5.76,1.4,1.4,0.552
3.64,7.28,1.04,1.04,0.402
0.84,1.68,1.32,1.32,0.798
1.48,2.96,1.92,1.92,0.824
1.24,2.48,1.72,1.72,0.8
3.12,6.24,1.6,1.6,0.61
3.88,7.76,1.24,1.24,0.462
1.68,3.36,1.16,1.16,0.624
0.4,0.8,1.88,1.88,0.895
3.96,7.92,1.44,1.44,0.492
0.2,0.4,1.68,1.68,0.873
1.84,3.68,1.36,1.36,0.675
2.36,4.72,1.76,1.76,0.744
2.48,4.96,1.96,1.96,0.768
2.12,4.24,1.56,1.56,0.708
2.8,5.6,1.2,1.2,0.536
3.68,7.36,1.04,1.04,0.408
1.52,3.04,1.92,1.92,0.83
2.56,5.12,1.0,1.0,0.474
3.44,6.88,1.8,1.8,0.634
0.6,1.2,1.12,1.12,0.775
1.28,2.56,1.72,1.72,0.81
1.04,2.08,1.52,1.52,0.805
3.92,7.84,1.24,1.24,0.437
3.16,6.32,1.6,1.6,0.624
0.88,1.76,1.32,1.32,0.8
2.92,5.84,1.4,1.4,0.572
0.24,0.48,1.68,1.68,0.849
1.88,3.76,1.36,1.36,0.673
4.0,8.0,1.44,1.44,0.486
0.44,0.88,1.88,1.88,0.882
2.84,5.68,1.2,1.2,0.528
2.4,4.8,1.76,1.76,0.713
1.72,3.44,1.16,1.16,0.639
2.52,5.04,1.96,1.96,0.75
2.16,4.32,1.56,1.56,0.705
3.72,7.44,1.04,1.04,0.399
3.2,6.4,1.6,1.6,0.605
1.08,2.16,1.52,1.52,0.812
1.56,3.12,1.92,1.92,0.8
0.64,1.28,1.12,1.12,0.759
3.48,6.96,1.8,1.8,0.626
1.32,2.64,1.72,1.72,0.832
2.6,5.2,1.0,1.0,0.491
3.96,7.92,1.24,1.24,0.435
2.96,5.92,1.4,1.4,0.558
1.92,3.84,1.36,1.36,0.668
0.92,1.84,1.32,1.32,0.804
0.28,0.56,1.68,1.68,0.847
0.0,0.0,1.48,1.48,0.863
0.48,0.96,1.88,1.88,0.864
2.88,5.76,1.2,1.2,0.539
1.76,3.52,1.16,1.16,0.626
2.56,5.12,1.96,1.96,0.754
2.44,4.88,1.76,1.76,0.716
3.76,7.52,1.04,1.04,0.402
2.2,4.4,1.56,1.56,0.724
1.12,2.24,1.52,1.52,0.816
3.24,6.48,1.6,1.6,0.61
1.36,2.72,1.72,1.72,0.809
0.68,1.36,1.12,1.12,0.773
3.0,6.0,1.4,1.4,0.563
2.64,5.28,1.0,1.0,0.512
0.96,1.92,1.32,1.32,0.757
1.6,3.2,1.92,1.92,0.821
4.0,8.0,1.24,1.24,0.427
3.52,7.04,1.8,1.8,0.584
0.52,1.04,1.88,1.88,0.869
1.8,3.6,1.16,1.16,0.6
1.96,3.92,1.36,1.36,0.673
0.32,0.64,1.68,1.68,0.858
0.04,0.08,1.48,1.48,0.862
2.92,5.84,1.2,1.2,0.519
2.6,5.2,1.96,1.96,0.766
3.8,7.6,1.04,1.04,0.409
2.48,4.96,1.76,1.76,0.713
3.28,6.56,1.6,1.6,0.572
3.04,6.08,1.4,1.4,0.546
1.4,2.8,1.72,1.72,0.824
1.16,2.32,1.52,1.52,0.783
1.0,2.0,1.32,1.32,0.792
0.0,0.0,1.28,1.28,0.826
1.64,3.28,1.92,1.92,0.809
2.24,4.48,1.56,1.56,0.679
0.72,1.44,1.12,1.12,0.744
2.68,5.36,1.0,1.0,0.477
0.36,0.72,1.68,1.68,0.852
0.56,1.12,1.88,1.88,0.887
3.56,7.12,1.8,1.8,0.645
1.84,3.68,1.16,1.16,0.648
3.84,7.68,1.04,1.04,0.402
2.64,5.28,1.96,1.96,0.743
2.0,4.0,1.36,1.36,0.655
0.08,0.16,1.48,1.48,0.865
2.96,5.92,1.2,1.2,0.49
3.08,6.16,1.4,1.4,0.524
3.32,6.64,1.6,1.6,0.587
2.52,5.04,1.76,1.76,0.704
0.04,0.08,1.28,1.28,0.83
1.68,3.36,1.92,1.92,0.837
1.44,2.88,1.72,1.72,0.789
1.04,2.08,1.32,1.32,0.75
2.28,4.56,1.56,1.56,0.708
1.2,2.4,1.52,1.52,0.797
0.6,1.2,1.88,1.88,0.875
2.72,5.44,1.0,1.0,0.471
0.76,1.52,1.12,1.12,0.77
3.88,7.76,1.04,1.04,0.363
3.6,7.2,1.8,1.8,0.609
2.68,5.36,1.96,1.96,0.726
0.4,0.8,1.68,1.68,0.858
1.88,3.76,1.16,1.16,0.616
3.36,6.72,1.6,1.6,0.621
0.12,0.24,1.48,1.48,0.853
2.04,4.08,1.36,1.36,0.67
0.08,0.16,1.28,1.28,0.828
2.56,5.12,1.76,1.76,0.712
3.0,6.0,1.2,1.2,0.49
3.12,6.24,1.4,1.4,0.549
1.72,3.44,1.92,1.92,0.831
1.48,2.96,1.72,1.72,0.815
1.08,2.16,1.32,1.32,0.765
2.32,4.64,1.56,1.56,0.68
1.24,2.48,1.52,1.52,0.794
2.76,5.52,1.0,1.0,0.467
0.64,1.28,1.88,1.88,0.861
3.92,7.84,1.04,1.04,0.383
3.64,7.28,1.8,1.8,0.609
0.44,0.88,1.68,1.68,0.864
0.8,1.6,1.12,1.12,0.751
2.72,5.44,1.96,1.96,0.76
0.16,0.32,1.48,1.48,0.853
1.92,3.84,1.16,1.16,0.6
2.6,5.2,1.76,1.76,0.69
1.76,3.52,1.92,1.92,0.808
3.04,6.08,1.2,1.2,0.462
2.08,4.16,1.36,1.36,0.651
1.52,3.04,1.72,1.72,0.799
3.4,6.8,1.6,1.6,0.563
0.12,0.24,1.28,1.28,0.823
3.16,6.32,1.4,1.4,0.541
3.68,7.36,1.8,1.8,0.608
0.68,1.36,1.88,1.88,0.862
1.12,2.24,1.32,1.32,0.757
2.36,4.72,1.56,1.56,0.673
3.96,7.92,1.04,1.04,0.393
2.8,5.6,1.0,1.0,0.443
1.28,2.56,1.52,1.52,0.771
0.48,0.96,1.68,1.68,0.862
2.76,5.52,1.96,1.96,0.702
0.2,0.4,1.48,1.48,0.848
3.08,6.16,1.2,1.2,0.473
1.8,3.6,1.92,1.92,0.811
2.64,5.28,1.76,1.76,0.688
0.84,1.68,1.12,1.12,0.707
2.12,4.24,1.36,1.36,0.64
1.96,3.92,1.16,1.16,0.608
3.44,6.88,1.6,1.6,0.554
1.56,3.12,1.72,1.72,0.822
3.2,6.4,1.4,1.4,0.539
0.16,0.32,1.28,1.28,0.828
0.72,1.44,1.88,1.88,0.875
2.4,4.8,1.56,1.56,0.649
3.72,7.44,1.8,1.8,0.606
2.84,5.68,1.0,1.0,0.461
4.0,8.0,1.04,1.04,0.377
2.8,5.6,1.96,1.96,0.738
1.84,3.68,1.92,1.92,0.794
1.16,2.32,1.32,1.32,0.755
3.12,6.24,1.2,1.2,0.489
1.32,2.64,1.52,1.52,0.794
2.68,5.36,1.76,1.76,0.705
0.52,1.04,1.68,1.68,0.85
2.16,4.32,1.36,1.36,0.665
0.76,1.52,1.88,1.88,0.878
0.24,0.48,1.48,1.48,0.853
2.0,4.0,1.16,1.16,0.584
3.24,6.48,1.4,1.4,0.54
0.88,1.76,1.12,1.12,0.74
3.48,6.96,1.6,1.6,0.562
0.2,0.4,1.28,1.28,0.819
2.44,4.88,1.56,1.56,0.68
3.76,7.52,1.8,1.8,0.613
0.0,0.0,1.08,1.08,0.791
1.6,3.2,1.72,1.72,0.803
2.88,5.76,1.0,1.0,0.47
2.84,5.68,1.96,1.96,0.708
1.88,3.76,1.92,1.92,0.806
3.16,6.32,1.2,1.2,0.479
0.56,1.12,1.68,1.68,0.865
1.2,2.4,1.32,1.32,0.759
2.04,4.08,1.16,1.16,0.578
0.8,1.6,1.88,1.88,0.862
2.72,5.44,1.76,1.76,0.688
0.28,0.56,1.48,1.48,0.839
2.2,4.4,1.36,1.36,0.611
1.36,2.72,1.52,1.52,0.788
3.28,6.56,1.4,1.4,0.538
3.52,7.04,1.6,1.6,0.559
2.48,4.96,1.56,1.56,0.698
3.8,7.6,1.8,1.8,0.605
0.24,0.48,1.28,1.28,0.818
0.04,0.08,1.08,1.08,0.755
0.92,1.84,1.12,1.12,0.738
1.64,3.28,1.72,1.72,0.782
2.88,5.76,1.96,1.96,0.732
3.2,6.4,1.2,1.2,0.507
1.92,3.84,1.92,1.92,0.805
2.92,5.84,1.0,1.0,0.456
2.08,4.16,1.16,1.16,0.573
0.6,1.2,1.68,1.68,0.826
2.76,5.52,1.76,1.76,0.693
1.4,2.8,1.52,1.52,0.775
2.24,4.48,1.36,1.36,0.62
1.24,2.48,1.32,1.32,0.759
3.84,7.68,1.8,1.8,0.585
3.32,6.64,1.4,1.4,0.533
0.84,1.68,1.88,1.88,0.86
0.32,0.64,1.48,1.48,0.843
3.56,7.12,1.6,1.6,0.553
2.52,5.04,1.56,1.56,0.666
0.08,0.16,1.08,1.08,0.77
0.28,0.56,1.28,1.28,0.799
1.68,3.36,1.72,1.72,0.784
0.96,1.92,1.12,1.12,0.73
2.92,5.84,1.96,1.96,0.717
3.24,6.48,1.2,1.2,0.444
1.96,3.92,1.92,1.92,0.795
2.96,5.92,1.0,1.0,0.45
2.12,4.24,1.16,1.16,0.618
3.88,7.76,1.8,1.8,0.573
2.8,5.6,1.76,1.76,0.666
0.36,0.72,1.48,1.48,0.839
0.64,1.28,1.68,1.68,0.836
1.28,2.56,1.32,1.32,0.752
1.44,2.88,1.52,1.52,0.772
2.56,5.12,1.56,1.56,0.684
2.28,4.56,1.36,1.36,0.643
0.88,1.76,1.88,1.88,0.87
3.36,6.72,1.4,1.4,0.54
3.6,7.2,1.6,1.6,0.546
0.12,0.24,1.08,1.08,0.778
3.28,6.56,1.2,1.2,0.435
1.72,3.44,1.72,1.72,0.793
0.32,0.64,1.28,1.28,0.818
2.96,5.92,1.96,1.96,0.706
1.0,2.0,1.12,1.12,0.721
2.0,4.0,1.92,1.92,0.781
2.16,4.32,1.16,1.16,0.588
3.92,7.84,1.8,1.8,0.618
0.4,0.8,1.48,1.48,0.832
2.84,5.68,1.76,1.76,0.669
3.0,6.0,1.0,1.0,0.418
2.6,5.2,1.56,1.56,0.647
1.32,2.64,1.32,1.32,0.769
1.48,2.96,1.52,1.52,0.767
2.32,4.64,1.36,1.36,0.626
0.16,0.32,1.08,1.08,0.782
0.68,1.36,1.68,1.68,0.842
3.4,6.8,1.4,1.4,0.549
0.92,1.84,1.88,1.88,0.856
3.32,6.64,1.2,1.2,0.466
3.64,7.28,1.6,1.6,0.579
2.2,4.4,1.16,1.16,0.545
3.0,6.0,1.96,1.96,0.701
1.76,3.52,1.72,1.72,0.773
2.88,5.76,1.76,1.76,0.679
2.04,4.08,1.92,1.92,0.817
0.36,0.72,1.28,1.28,0.826
1.04,2.08,1.12,1.12,0.698
3.96,7.92,1.8,1.8,0.563
1.36,2.72,1.32,1.32,0.739
0.44,0.88,1.48,1.48,0.843
2.36,4.72,1.36,1.36,0.621
3.04,6.08,1.0,1.0,0.411
0.72,1.44,1.68,1.68,0.87
0.2,0.4,1.08,1.08,0.774
2.64,5.28,1.56,1.56,0.664
1.52,3.04,1.52,1.52,0.755
3.44,6.88,1.4,1.4,0.503
3.36,6.72,1.2,1.2,0.465
2.24,4.48,1.16,1.16,0.567
3.04,6.08,1.96,1.96,0.691
2.08,4.16,1.92,1.92,0.779
0.96,1.92,1.88,1.88,0.859
1.4,2.8,1.32,1.32,0.719
3.68,7.36,1.6,1.6,0.58
1.8,3.6,1.72,1.72,0.755
2.92,5.84,1.76,1.76,0.648
1.08,2.16,1.12,1.12,0.702
0.4,0.8,1.28,1.28,0.781
0.48,0.96,1.48,1.48,0.843
0.76,1.52,1.68,1.68,0.84
4.0,8.0,1.8,1.8,0.575
3.08,6.16,1.0,1.0,0.398
2.68,5.36,1.56,1.56,0.634
2.4,4.8,1.36,1.36,0.614
0.24,0.48,1.08,1.08,0.768
3.4,6.8,1.2,1.2,0.461
1.56,3.12,1.52,1.52,0.75
3.08,6.16,1.96,1.96,0.69
2.28,4.56,1.16,1.16,0.558
3.48,6.96,1.4,1.4,0.496
1.0,2.0,1.88,1.88,0.854
2.12,4.24,1.92,1.92,0.781
0.44,0.88,1.28,1.28,0.815
1.44,2.88,1.32,1.32,0.721
1.12,2.24,1.12,1.12,0.684
0.8,1.6,1.68,1.68,0.861
2.96,5.92,1.76,1.76,0.686
3.12,6.24,1.0,1.0,0.412
3.72,7.44,1.6,1.6,0.534
1.84,3.68,1.72,1.72,0.758
0.52,1.04,1.48,1.48,0.852
0.0,0.0,1.84,1.84,0.851
3.12,6.24,1.96,1.96,0.701
0.28,0.56,1.08,1.08,0.77
2.72,5.44,1.56,1.56,0.647
2.44,4.88,1.36,1.36,0.606
1.04,2.08,1.88,1.88,0.855
3.44,6.88,1.2,1.2,0.478
1.6,3.2,1.52,1.52,0.747
3.52,7.04,1.4,1.4,0.495
2.16,4.32,1.92,1.92,0.793
2.32,4.64,1.16,1.16,0.536
1.16,2.32,1.12,1.12,0.698
0.48,0.96,1.28,1.28,0.8
3.0,6.0,1.76,1.76,0.669
3.16,6.32,1.0,1.0,0.444
0.84,1.68,1.68,1.68,0.829
0.56,1.12,1.48,1.48,0.844
1.48,2.96,1.32,1.32,0.721
3.76,7.52,1.6,1.6,0.572
1.88,3.76,1.72,1.72,0.784
0.04,0.08,1.84,1.84,0.883
3.16,6.32,1.96,1.96,0.704
3.48,6.96,1.2,1.2,0.465
2.36,4.72,1.16,1.16,0.549
2.76,5.52,1.56,1.56,0.62
1.64,3.28,1.52,1.52,0.758
0.32,0.64,1.08,1.08,0.778
1.08,2.16,1.88,1.88,0.868
2.2,4.4,1.92,1.92,0.775
0.52,1.04,1.28,1.28,0.801
3.56,7.12,1.4,1.4,0.515
2.48,4.96,1.36,1.36,0.607
0.88,1.76,1.68,1.68,0.849
3.04,6.08,1.76,1.76,0.704
3.2,6.4,1.0,1.0,0.426
1.2,2.4,1.12,1.12,0.701
0.6,1.2,1.48,1.48,0.849
